epoch,loss,mean_l2
0,0.3782431497205168,0.012563107632384296
1,0.22963550510613512,0.0088528370950885
2,0.20008984016543319,0.008100726917462123
3,0.18349109842103653,0.007813035713500501
4,0.17774174194393946,0.00764186905617836
5,0.1711056244473463,0.007480035653434464
6,0.16334700117883,0.007331666176589761
7,0.16631200749671185,0.00722413095820358
8,0.16000921895388887,0.0071747365629168895
9,0.15520674884154834,0.007064694175075238
10,0.15132198399812355,0.007103061699514045
11,0.1492947760941405,0.006944578839208989
12,0.1502858170529501,0.006985403622539661
13,0.14559730334615117,0.0068220057870131846
14,0.14429438111260293,0.00671540411362922
15,0.14297710432177338,0.006793066685007799
16,0.14239983808473425,0.006726515976142623
17,0.14424093606177213,0.0067165554967548525
18,0.14060320676426533,0.006739394250223064
19,0.1433314235991347,0.006642291649495546
20,0.13801020889868856,0.006747280314840195
21,0.13847522185119238,0.006671487143269389
22,0.13778772310082502,0.00667242104265732
23,0.1382864699172321,0.006654683206534675
24,0.13610080136510946,0.00660566618744691
25,0.1368821787907717,0.006671328121096216
26,0.13287320080994394,0.006587843196857186
27,0.13489796499692538,0.006709224115039487
28,0.13589912719570071,0.006602588693290603
29,0.13354711144331613,0.006550917264935509
30,0.13110006473485658,0.006563685258884378
31,0.13484561357708263,0.006572025375765549
32,0.13221508124324446,0.006470696393232875
33,0.1321189152205334,0.006482965455140721
34,0.131886209379172,0.0064945557856547825
35,0.1297638680085668,0.006482818747035929
36,0.1304513576297837,0.006469205924398194
37,0.13431501450247274,0.006423330298886032
38,0.13196500015429508,0.006487911022278515
39,0.12547240425907033,0.006521258774448893
40,0.13001909680335771,0.006451698887176302
41,0.1257674537426054,0.006452519660167988
42,0.13256782235083933,0.0064612508607025014
43,0.1272936965827427,0.006497176146138846
44,0.12779457343511894,0.006409426522878087
45,0.1266256004067127,0.0064280661078433094
46,0.1279403746365587,0.006392654030744159
47,0.12518441146417603,0.006472279116327342
48,0.12903999040934944,0.006475059760793032
49,0.12874829654315734,0.006375836114919277
50,0.12944379345555224,0.006423794280760254
51,0.1246426126120263,0.00638991006764133
52,0.12625043495208796,0.0064051066328428075
53,0.12473564912280054,0.006373247271763453
54,0.12693307276203675,0.006387229545620655
55,0.12484124334171573,0.006401746909398273
56,0.12394263222737112,0.0063577605868591035
57,0.1266766274186481,0.006368146449374754
58,0.12650508183625556,0.006392385875759955
59,0.12233872590404564,0.006397669605379328
60,0.12362895048838021,0.0063667309368450695
61,0.1258955209805439,0.0063484149624461975
62,0.12681976440639536,0.006361885903846209
63,0.1283369331306318,0.006400375104911223
64,0.12267935178187632,0.006351126632632618
65,0.12875917110052998,0.0063306712810151594
66,0.12174396239006817,0.0063144200330879745
67,0.1256417328271344,0.006317106272565781
68,0.12457081976557771,0.00626106379362477
69,0.12247324517620835,0.006290649342202637
70,0.1258081341490401,0.006328893052778982
71,0.12756297316902004,0.00630062998058665
72,0.12534261600603613,0.006295884551560592
73,0.12434142672763226,0.006262482700316404
74,0.1229311556997317,0.006277573599467757
75,0.12206124248940761,0.006326562443606259
76,0.12330210377585016,0.0062724697546494785
77,0.12406817799274798,0.0062614755321316684
78,0.12384363121243099,0.006298069599949062
79,0.11938929510794073,0.006245821783916355
80,0.12547198730305933,0.006289146783264152
81,0.12137299556294362,0.00632235040504251
82,0.11837399707482538,0.006272360947313071
83,0.12102164959784731,0.006222245768231708
84,0.12253910729144044,0.006261830406893604
85,0.1212019428770166,0.006291376203365386
86,0.12457209706210119,0.006326002078583139
87,0.12480729775663317,0.0062356507874640815
88,0.12099225561201463,0.006220070802874937
89,0.1205722104662971,0.006195258785801926
90,0.12032532110572221,0.00624427750576123
91,0.11934657359408093,0.0062637632279954935
92,0.12263536667643832,0.006282869934707789
93,0.11871275837806804,0.006302461815251666
94,0.1233896231086679,0.006285615247251799
95,0.12023032352553971,0.006267569364494671
96,0.11927566818199603,0.0062996129466531174
97,0.12528443762153707,0.006258633497472293
98,0.11972397605581574,0.006243871552427659
99,0.12285375717806697,0.006317826046142727
100,0.12056815547680896,0.006300915996456687
101,0.12220946502250608,0.0063094687427108324
102,0.1202849716593272,0.006249674829365542
